Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.137.48-192.168.137.250-51684-1883-6,192.168.137.48,51684,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999796,5447,4519,2000843.0,8.0,1448.0,0.0,367.3293556085917,403.43955154068,2.0,0.0,0.0017703031644169,0.0594832356938949,16673.786678770688,83.05014118524001,12042.127044656312,22877.77890288789,675291.0,0.0,119999796.0,22034.483290488464,35384.395286983854,705055.0,0.0,119954323.0,26550.314962372668,37831.81774534419,694163.0,0.0,0,0,0,0,174304,144620,45.39174383263118,37.65839735260883,0.0,1448.0,200.74756697100435,349.8390276423427,122387.34526173984,0,0,0,5155,9966,0,0,0,0.0,200.76771021473007,367.3293556085919,0.0017703031644169,0,0,0,2000851,5449,16676,0,0,0,0,2088,2088,5445,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51496-1883-6,192.168.137.48,51496,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119995701,5188,4311,1793712.0,8.0,1448.0,0.0,345.7424826522733,362.476334550388,2.0,0.0,0.0018557179308745,0.0609003488965371,14948.20218600998,79.16116928222287,12633.78616550854,67703.11326216975,4569646.0,0.0,119995701.0,23133.931174089143,93754.1085040583,4591862.0,0.0,119921280.0,27823.96287703012,102491.00167678902,4630049.0,0.0,0,0,0,0,166016,137976,43.23488222298897,35.9262870592339,0.0,1448.0,188.81263157894824,318.4009500860644,101379.16501570844,0,0,0,4965,9499,0,0,0,0.0,188.8325086851248,345.7424826522745,0.0018557179308745,0,0,0,597906,1729,16137,2594,896856,2155,4,2018,2018,5184,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51800-1883-6,192.168.137.48,51800,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119984019,5461,4522,1928716.0,8.0,1448.0,0.0,353.1800036623323,377.2613963586665,2.0,0.0,0.0017691287041132,0.059463514248105,16074.840766919137,83.20274719252403,12020.03796834299,26114.456489472872,713911.0,0.0,119984019.0,21975.095054945054,39335.01493075143,748151.0,0.0,119941641.0,26529.8918380889,42235.46349289611,735528.0,0.0,1,0,0,0,174752,144728,45.51439471284922,37.68835247967481,0.0,1448.0,193.1924078525652,329.77409473684054,108750.95355950268,0,0,0,5161,9983,0,0,0,0.0,193.2117599919864,353.1800036623329,0.0017691287041132,0,0,0,1928724,5464,16074,0,0,0,0,502,1085,5459,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51734-1883-6,192.168.137.48,51734,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119997679,5484,4600,1694631.0,8.0,1448.0,0.0,309.01367614879564,328.24809624595173,2.0,0.0,0.0017391304347826,0.0589575435828098,14122.264814805292,84.03495870949304,11900.98968560946,24258.110437581014,750475.0,0.0,119997679.0,21885.40561736284,36935.46918955828,774985.0,0.0,119952686.0,26082.340943683463,39461.51975755336,772203.0,0.0,0,0,0,0,175488,147212,45.70088393126337,38.33407477822967,0.0,1448.0,168.03559742191385,286.83950365120927,82276.9008548721,0,0,0,5278,10084,0,0,0,0.0,168.05226100753669,309.0136761487965,0.0017391304347826,0,0,0,1694639,5484,14123,0,0,0,0,806,806,5480,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51626-1883-6,192.168.137.48,51626,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119998858,5732,4747,1850172.0,6.0,1448.0,0.0,322.7794836008374,351.4125096270755,2.0,0.0,0.0012639561828523,0.0502677539230841,15418.296730790556,87.3258310508255,11452.458293567512,21648.794052513727,756061.0,0.0,119998858.0,20938.554876984857,33344.98531127258,780549.0,0.0,119940469.0,25271.90665823854,36034.28505693011,776876.0,0.0,0,0,0,0,183424,151916,47.76712125043724,39.55870980038826,0.0,1448.0,176.5437022900766,305.5434335221805,93356.78976852316,0,0,0,5501,10479,0,0,0,0.0,176.56054967077011,322.7794836008374,0.0012639561828523,0,0,0,1850178,5733,15422,0,0,0,0,911,911,5730,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52230-1883-6,192.168.137.48,52230,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999915,5436,4533,1904968.0,6.0,1448.0,0.0,350.43561442236944,373.2901573520327,2.0,0.0,0.00132362673726,0.051440112995334,15874.794577979492,83.07505884483335,12038.514747190971,23739.91709874116,710485.0,0.0,119999915.0,22079.101195952164,36256.18828800994,736215.0,0.0,119949028.0,26467.128861429865,38980.76160282576,735758.0,0.0,0,0,0,0,173952,145068,45.30003208752273,37.77502675731062,0.0,1448.0,191.07061183550627,326.224802177502,106422.6215557503,0,0,0,5180,9969,0,0,0,0.0,191.0897783127696,350.4356144223694,0.00132362673726,0,0,0,1904974,5435,15875,0,0,0,0,501,501,5432,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51946-1883-6,192.168.137.48,51946,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119997914,5559,4512,2112615.0,8.0,1448.0,0.0,380.0350782514843,409.4656885292303,2.0,0.0,0.00177304964539,0.0595293288163337,17605.49770890184,83.92645892161093,11916.376762661355,24889.500139923886,723970.0,0.0,119997914.0,21590.12486505939,37684.68596887672,746206.0,0.0,119936865.0,26587.64464641986,40893.44375434084,773858.0,0.0,0,0,0,0,177888,144396,46.32580529691541,37.60065362469551,0.0,1448.0,209.7520849880858,358.1202612709029,128250.12153273977,0,0,0,5211,10071,0,0,0,0.0,209.77291232251017,380.0350782514841,0.00177304964539,0,0,0,2112623,5559,17606,0,0,0,0,1622,1622,5555,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51564-1883-6,192.168.137.48,51564,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999916,5783,4957,1738338.0,6.0,1448.0,0.0,300.5945011239843,324.5047047015247,2.0,0.0,0.0012104095218882,0.0491918907872312,14486.2101403471,89.50006265004386,11174.216966197984,22728.85761259618,715463.0,0.0,119999916.0,20754.04980975436,34738.591934843585,739565.0,0.0,119954118.0,24203.81719128329,36888.42496932239,740738.0,0.0,0,0,0,0,185056,158636,48.19170040085695,41.30836224918691,0.0,1448.0,161.84191416069217,281.3345483213297,79149.12807916659,0,0,0,5551,10740,0,0,0,0.0,161.85698324022346,300.5945011239841,0.0012104095218882,0,0,0,1738344,5785,14488,0,0,0,0,1144,1144,5782,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52280-1883-6,192.168.137.48,52280,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119987255,5314,4443,1807662.0,6.0,1448.0,0.0,340.1697403086193,351.7609030283912,2.0,0.0,0.0013504388926401,0.0519582690381591,15065.500081654503,81.31696987317528,12298.816625666252,48995.54121637908,4218372.0,0.0,119987255.0,22583.71070958032,68594.22692606173,4242117.0,0.0,119917355.0,26996.252814047755,74605.4706997139,4239095.0,0.0,0,0,0,0,170048,142176,44.28803709193947,37.0289327812358,0.0,1448.0,185.24984627997523,309.96725996821914,96079.70225220552,0,0,0,5101,9757,0,0,0,0.0,185.26883263298143,340.1697403086188,0.0013504388926401,0,0,0,903834,2658,15618,5314,1807662,4443,6,1155,1155,5313,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52122-1883-6,192.168.137.48,52122,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119991327,5101,4319,1659640.0,6.0,1448.0,0.0,325.3558125857675,344.9976479601997,2.0,0.0,0.0013892104653855,0.0526985201784327,13831.382996539409,78.50567399758818,12739.285168276803,51408.512129474206,4211296.0,0.0,119991327.0,23527.711176470588,72125.5955989981,4232959.0,0.0,119938912.0,27776.49652616953,77835.71373061046,4231728.0,0.0,0,0,0,0,163232,138208,42.5114058451908,35.99426815239738,0.0,1448.0,176.16452605880497,301.2045888608072,90724.2043508079,0,0,0,4917,9420,0,0,0,0.0,176.1832271762208,325.3558125857675,0.0013892104653855,0,0,0,553215,1700,14499,2550,829820,2159,3,8352,10970,5099,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52294-1883-6,192.168.137.48,52294,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119988838,5708,4629,2090190.0,6.0,1448.0,0.0,366.1860546601264,399.2954181821301,2.0,0.0,0.001296176279974,0.0509041478594814,17419.9203429239,86.14968002273677,11608.827205882371,22961.23300574287,705081.0,0.0,119988838.0,21024.853338005963,35406.63542653443,725894.0,0.0,119821787.0,25890.619490060493,38238.60249019945,727750.0,0.0,0,0,0,0,182656,148176,47.5710915710343,38.57858845170248,0.0,1448.0,202.1857225769007,348.1173745081176,121185.70643442498,0,0,0,5364,10337,0,0,0,0.0,202.20528199671085,366.18605466012616,0.001296176279974,0,0,0,2090196,5710,17433,0,0,0,0,3230,3230,5707,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52136-1883-6,192.168.137.48,52136,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119992674,5911,4760,2184226.0,6.0,1448.0,0.0,369.5188631365259,410.87513215222697,2.0,0.0,0.0012605042016806,0.0501990929555041,18203.044629207947,88.93042920270283,11245.798875351458,46047.17018240861,4218363.0,0.0,119992674.0,20303.32893401009,64173.57365598455,4242088.0,0.0,119921287.0,25198.841563353653,70967.01342610213,4239095.0,0.0,1,0,0,0,189152,152332,49.2613407381854,39.66908846451743,0.0,1448.0,204.6796289355319,356.70362241418314,127237.47424340014,0,0,0,5508,10671,0,0,0,0.0,204.698809858495,369.5188631365251,0.0012605042016806,0,0,0,1092116,2956,18870,5911,2184226,4760,6,502,3253,5908,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52378-1883-6,192.168.137.48,52378,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119990135,4547,3827,1593804.0,6.0,1448.0,2.0,350.5177039806477,366.464546470466,2.0,0.0,0.0015678076822576,0.0559819279374603,13282.841960299487,69.78907057651031,14330.602531947974,66711.63295816163,4212124.0,0.0,119990135.0,26394.66234051917,92468.46657807688,4234972.0,0.0,119932066.0,31346.593308938754,100405.59493225843,4232850.0,0.0,1,0,0,0,145504,122476,37.894781933531455,31.89428864297886,0.0,1448.0,190.31868656716443,321.5503583611913,103394.63296221055,0,0,0,4318,8374,0,0,0,0.0,190.3414139001672,350.51770398064656,0.0015678076822576,0,0,0,531270,1516,14215,2273,796902,1913,3,502,2659,4546,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51838-1883-6,192.168.137.48,51838,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119998606,5510,4430,2072939.0,8.0,1448.0,0.0,376.21397459165087,410.9371742456197,2.0,0.0,0.0018058690744921,0.0600773811380642,17274.75900845048,82.83429559173379,12073.509004930092,47185.60028868707,4023193.0,0.0,119998606.0,21782.284625158776,65756.40880993352,4046923.0,0.0,119941122.0,27080.85843305488,72691.00632778955,4046371.0,0.0,0,0,0,0,176320,141784,45.91720007147416,36.91709552025963,0.0,1448.0,208.52499748516288,358.55577160593,128562.24135192385,0,0,0,5148,9940,0,0,0,0.0,208.5459758551308,376.2139745916516,0.001805869074492,0,0,0,1036473,2755,17881,5510,2072939,4430,8,1074,1074,5507,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51782-1883-6,192.168.137.48,51782,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119993606,5364,4472,1785926.0,8.0,1448.0,0.0,332.94668158090946,358.21871883287986,2.0,0.0,0.0017889087656529,0.0597947894766068,14883.576379894776,81.97103435661397,12200.671682765653,45982.71731323338,3977616.0,0.0,119993606.0,22374.34383740448,64633.6805234533,3998881.0,0.0,119955660.0,26829.7159472154,70207.86485171695,3996752.0,0.0,0,0,0,0,171648,143140,44.70238189191514,37.268652464698825,0.0,1448.0,181.5527091592962,312.17673705877684,97454.3151606647,0,0,0,5127,9836,0,0,0,0.0,181.57116714111427,332.9466815809098,0.0017889087656529,0,0,0,892967,2683,15398,5364,1785926,4472,8,1109,1109,5362,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52028-1883-6,192.168.137.48,52028,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119983603,5478,4596,1747930.0,6.0,1448.0,0.0,319.0817816721425,344.0506641152531,2.0,0.0,0.0013054830287206,0.0510864915564672,14568.12394606953,83.9614726355567,11911.407028690548,31128.62301021095,2032067.0,0.0,119983603.0,21906.81084535334,45707.727703097386,2062113.0,0.0,119936865.0,26101.602829162108,48933.60716309159,2052909.0,0.0,0,0,0,0,175296,147096,45.656238544528456,38.305234091028254,0.0,1448.0,173.4924069478905,299.3600818798366,89616.45862310249,0,0,0,5276,10074,0,0,0,0.0,173.5096287472702,319.0817816721431,0.0013054830287206,0,0,0,873968,2740,14828,5478,1747930,4596,6,3463,3463,5477,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51656-1883-6,192.168.137.48,51656,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999404,6252,5089,2171053.0,6.0,1448.0,0.0,347.25735764555355,386.1647457136841,2.0,0.0,0.0011790135586559,0.0485499765176057,18092.24819149935,94.50880272705356,10581.958024691365,20792.18426664651,568564.0,0.0,119999404.0,19196.83314669644,32360.7305746134,592116.0,0.0,119907641.0,23566.753341194988,35045.812290334135,623040.0,0.0,0,0,0,0,200064,162884,52.10025876461853,42.40854396243501,0.0,1448.0,191.41765120789927,334.7051519124125,112027.53871671112,0,0,0,5849,11341,0,0,0,0.0,191.4345295829292,347.25735764555344,0.0011790135586559,0,0,0,2171059,6252,18096,0,0,0,0,1388,2624,6249,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51942-1883-6,192.168.137.48,51942,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119988292,5448,4593,1705313.0,8.0,1448.0,0.0,313.01633627019123,332.33091971063607,2.0,0.0,0.0017417809710428,0.05900242449145,14212.394989337792,83.68316468743467,11951.025099601591,24011.19014606879,716114.0,0.0,119988292.0,22028.32605103728,36664.58351202108,740150.0,0.0,119932066.0,26117.610191637617,39130.94517899703,741386.0,0.0,1,0,0,0,174336,146988,45.404429958882986,38.27873472855168,0.0,1448.0,169.8297151961758,290.22477214393217,84230.41836599735,0,0,0,5265,10041,0,0,0,0.0,169.8466288218305,313.0163362701909,0.0017417809710428,0,0,0,1705321,5450,14212,0,0,0,0,502,759,5445,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51986-1883-6,192.168.137.48,51986,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119988509,5691,4802,1820090.0,8.0,1448.0,0.0,319.81901247583806,337.37306682429056,2.0,0.0,0.0016659725114535,0.0577049650465576,15168.935885352155,87.45004073681756,11436.190335493722,23610.34463053583,727066.0,0.0,119988509.0,21087.61142355011,35933.33946769668,760965.0,0.0,119943013.0,24982.92293272236,38521.1562749275,746567.0,0.0,0,0,0,0,182112,153700,47.42954177387103,40.020498962946526,0.0,1448.0,173.44177625309598,295.146014891424,87111.17010628866,0,0,0,5498,10493,0,0,0,0.0,173.45830553702467,319.81901247583903,0.0016659725114535,0,0,0,1820098,5694,15172,0,0,0,0,1319,1319,5690,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52264-1883-6,192.168.137.48,52264,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999937,5838,4860,1917425.0,6.0,1448.0,0.0,328.43867762932507,353.24581291559656,2.0,0.0,0.0012345679012345,0.0496801719812083,15978.600055431696,89.15004680377457,11218.092642797064,23984.18623562833,730642.0,0.0,119999937.0,20558.49528867566,36456.40844843894,767101.0,0.0,119944213.0,24684.958427659985,39183.03425858784,753189.0,0.0,0,0,0,0,186816,155532,48.65002554126341,40.50002126251116,0.0,1448.0,179.21590802878782,307.9428465065686,94828.7967145681,0,0,0,5578,10698,0,0,0,0.0,179.2326603103384,328.4386776293251,0.0012345679012345,0,0,0,1917431,5840,15980,0,0,0,0,514,526,5837,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52240-1883-6,192.168.137.48,52240,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119998238,6130,5065,1853084.0,6.0,1448.0,0.0,302.2975530179433,325.85565894856416,2.0,0.0,0.0011846001974333,0.0486648198569479,15442.643416147494,93.29303651941956,10719.87118098985,20148.209078560136,449024.0,0.0,119998238.0,19578.762930331173,31468.240894063263,475785.0,0.0,119932056.0,23683.26540284361,33916.07687452688,482520.0,0.0,1,0,0,0,196160,162104,51.08408341795818,42.208953101461375,0.0,1448.0,165.52331189710665,284.2031155532659,80771.41089018299,0,0,0,5909,11195,0,0,0,0.0,165.53809736489504,302.2975530179445,0.0011846001974333,0,0,0,1853090,6132,15442,0,0,0,0,502,2542,6128,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51932-1883-6,192.168.137.48,51932,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119982429,6433,5134,2219030.0,8.0,1448.0,0.0,344.94481579356363,367.6322822238082,2.0,0.0,0.0015582391897156,0.0558091116451667,18494.691418524293,96.40578288342536,10373.718571675625,22727.20341928316,748941.0,0.0,119982429.0,18653.98460820896,34341.08088898448,769254.0,0.0,119935668.0,23365.608416130915,37657.67848752678,787175.0,0.0,0,0,0,0,205856,164288,53.6161840830877,42.78959880033767,0.0,1448.0,191.82555325034537,323.3087881388425,104528.57248780694,0,0,0,6064,11567,0,0,0,0.0,191.8421371142042,344.94481579356443,0.0015582391897156,0,0,0,2219038,6434,18498,0,0,0,0,4233,4233,6430,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52000-1883-6,192.168.137.48,52000,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119983517,5184,4457,1764438.0,8.0,1448.0,0.0,340.36226851851825,360.1988506002024,2.0,0.0,0.0017949293246578,0.0598952567286532,14705.736622139522,80.35270378013674,12446.422925311166,48757.47280586057,4220115.0,0.0,119983517.0,23149.43411151837,68680.29274053349,4242940.0,0.0,119937410.0,26915.93581687608,73677.9436922156,4240340.0,0.0,0,0,0,0,165888,142672,43.20593469517984,37.146769084956894,0.0,1448.0,182.99585148309487,313.9268018319201,98550.03690841763,0,0,0,4954,9641,0,0,0,0.0,183.0148324862566,340.36226851851853,0.0017949293246578,0,0,0,882223,2592,15246,5184,1764438,4457,8,3743,3743,5181,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52064-1883-6,192.168.137.48,52064,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119989479,5814,4832,2025849.0,6.0,1448.0,0.0,348.4432404540755,374.0992992497887,2.0,0.0,0.0012417218543046,0.0498238454998415,16883.605270092055,88.7244455824331,11271.909722874634,23474.9764914668,797950.0,0.0,119989479.0,20641.575606399423,35538.46498833512,818150.0,0.0,119916544.0,24822.302628855407,38696.98333865477,845686.0,0.0,1,0,0,0,186048,154624,48.45424822621323,40.27019735621988,0.0,1448.0,190.2849629003477,326.3616268218766,106511.91146182184,0,0,0,5542,10646,0,0,0,0.0,190.30283674619577,348.4432404540764,0.0012417218543046,0,0,0,2025855,5815,16883,0,0,0,0,502,1517,5811,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52066-1883-6,192.168.137.48,52066,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119986383,5690,4763,1850625.0,8.0,1448.0,0.0,325.2416520210893,348.7213952187285,2.0,0.0,0.0016796136888515,0.0579405825547223,15423.691870101626,87.11821907324267,11479.75344431688,24436.15692032397,678097.0,0.0,119986383.0,21090.94445420984,36952.14138341244,698352.0,0.0,119828275.0,25163.43448131037,39978.59161116562,707886.0,0.0,0,0,0,0,182080,152428,47.42204788355025,39.696171189692414,0.0,1448.0,177.02630572029835,304.0134039661048,92424.14979105804,0,0,0,5442,10453,0,0,0,0.0,177.04324117478237,325.24165202108964,0.0016796136888515,0,0,0,1850633,5693,15436,0,0,0,0,1132,1132,5689,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52312-1883-6,192.168.137.48,52312,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119990311,5676,4704,2014606.0,6.0,1448.0,0.0,354.9341085271313,380.0893545203068,2.0,0.0,0.0012755102040816,0.0504968866369037,16789.788968877663,86.50698471812444,11560.873976298284,22644.00913287797,736770.0,0.0,119990311.0,21143.66713656392,34797.82250096458,763364.0,0.0,119943222.0,25503.55560280675,37326.09820607992,757196.0,0.0,0,0,0,0,181632,150552,47.30381938921718,39.20316532890726,0.0,1448.0,194.0672382236777,331.97279774980177,110205.9384458308,0,0,0,5443,10380,0,0,0,0.0,194.0859344894027,354.9341085271318,0.0012755102040816,0,0,0,2014612,5678,16796,0,0,0,0,771,771,5675,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52370-1883-6,192.168.137.48,52370,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119992785,5836,4806,1901729.0,6.0,1448.0,0.0,325.8617203564093,345.68815399563493,2.0,0.0,0.0012484394506866,0.0499583788543171,15848.744572434083,88.68866573936091,11276.457569777253,24865.308503770862,707329.0,0.0,119992785.0,20564.31619537279,37289.903840512015,733132.0,0.0,119808562.0,24934.14401664926,40588.619496458574,731533.0,0.0,0,0,0,0,186752,153792,48.63625758832083,40.05240815104008,0.0,1448.0,178.68411162266304,303.0222874148155,91822.50667010705,0,0,0,5608,10642,0,0,0,0.0,178.70090208607405,325.8617203564085,0.0012484394506866,0,0,0,1901735,5838,15864,0,0,0,0,1447,1447,5835,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-52094-1883-6,192.168.137.48,52094,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119987204,5612,4643,1877640.0,6.0,1448.0,0.0,334.5759087669288,358.42044328132187,2.0,0.0,0.0012922679302175,0.0508273776259723,15648.718675034714,85.46744701209973,11701.502243027087,22656.608372276216,660221.0,0.0,119987204.0,21384.28158973448,34707.7270772415,686861.0,0.0,119942197.0,25838.474149073616,37630.53951713499,680201.0,0.0,1,0,0,0,179584,148612,46.77165408404716,38.69579292805256,0.0,1448.0,183.08843603744145,313.0897115962332,98025.1675074125,0,0,0,5398,10255,0,0,0,0.0,183.10628961482203,334.575908766928,0.0012922679302175,0,0,0,1877646,5613,15648,0,0,0,0,502,1831,5609,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51498-1883-6,192.168.137.48,51498,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999166,5269,4542,1617755.0,8.0,1448.0,0.0,307.03264376542074,328.4707544357698,2.0,0.0,0.0017613386173491,0.0593325373384683,13481.452029424938,81.75890155769916,12232.330886850128,24756.789674162825,707644.0,0.0,119999166.0,22778.8849658314,37935.74842893634,730210.0,0.0,119931585.0,26410.831314688363,39853.53997521576,732783.0,0.0,1,0,0,0,168608,145368,43.9086384983709,37.85026305932826,0.0,1448.0,164.88707704851132,285.2558363114903,81370.89214976775,0,0,0,5106,9811,0,0,0,0.0,164.90388339618795,307.0326437654204,0.0017613386173491,0,0,0,1617763,5270,13481,0,0,0,0,502,946,5265,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
192.168.137.48-192.168.137.250-51586-1883-6,192.168.137.48,51586,192.168.137.250,1883,6,29/08/2023 02:21:18 PM,119999348,5392,4637,1734243.0,6.0,1448.0,2.0,321.6326038575661,337.7901278963291,2.0,0.0,0.0012939400474444,0.0508602365988683,14452.153523367477,83.57545409330058,11966.428799361844,26116.104748382742,901380.0,0.0,119999348.0,22259.20014839548,39638.89341797148,939922.0,0.0,119929274.0,25869.12726488349,41858.93682784452,932407.0,0.0,1,0,0,0,172544,148396,44.9335774724376,38.64187662086297,0.0,1448.0,172.91704885343944,295.042584267972,87050.12653152333,0,0,0,5184,10029,0,0,0,0.0,172.93429055738358,321.6326038575668,0.0012939400474444,0,0,0,1734249,5395,14452,0,0,0,0,502,1074,5391,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MQTT DoS Publish Flood,1
